"image","xmin","ymin","xmax","ymax","label"
"36.jpg",111.2876254180602,11.485395728643216,178.12151616499443,175.1738379396985,"Walking"
"37%20(3).jpg",36.03374539312039,77.73692810457517,129.5570869164619,236.80555555555554,"Standing"
"37.jpg",23.444064803439804,7.638888888888889,101.67993703931204,263.3169934640523,"Walking"
"37%20(2).jpg",131.49026946107784,28.235294117647058,189.85194610778444,170.3529411764706,"Standing"
"38%20(2).jpg",188.97435897435898,29.784107592281877,377.20178372352285,427.745516988255,"Walking"
"39.jpg",21.317501653439155,16.9281045751634,156.33072916666669,255.2941176470588,"Walking"
"38%20(3).jpg",159.72686733556299,63.289415829145725,210.92530657748048,166.89745603015075,"Standing"
"39%20(3).jpg",29.090485074626866,17.254901960784313,188.9412313432836,232.54901960784312,"Standing"
"38.jpg",40.60146699266504,29.65686274509804,126.97799511002445,263.76633986928107,"Walking"
"39%20(2).jpg",186.234375,106.20915032679738,657.3075457317074,1212.908496732026,"Standing"
"4.jpg",47.40480324074074,5.490196078431373,127.49739583333334,257.12418300653593,"Standing"
"40%20(3).jpg",54.227941176470594,65.44117647058825,207.9044117647059,217.64705882352945,"Standing"
"4%20(3).jpg",96.25487588652483,9.67483660130719,178.32579787234044,187.5669934640523,"Standing"
"4%20(2).jpg",452.17391304347825,15.430035650623886,725.9754738015607,475.3230837789661,"Walking"
"40%20(2).jpg",366.421568627451,70.54411764705883,996.4869281045751,1154.8333333333333,"Standing"
"40.jpg",121.53846153846155,38.56071428571429,183.3846153846154,164.96911764705882,"Walking"
"41%20(3).jpg",98.54416167664671,32.31372549019608,156.9058383233533,169.72549019607843,"Standing"
"42%20(2).jpg",107.1078431372549,1.9607843137254901,225.73529411764707,284.313725490196,"Walking"
"41%20(2).jpg",77.51225490196079,7.328431372549019,152.48774509803923,188.28431372549022,"Walking"
"41%20(2).jpg",160.9436274509804,31.004901960784313,406.7279411764706,315.6862745098039,"Walking"
"41.jpg",58.55629877369008,62.67635050251256,103.92976588628763,168.73665201005025,"Walking"
"42%20(3).jpg",125.52859281437127,25.098039215686274,197.69625748502995,157.17647058823528,"Standing"
"43%20(2).jpg",207.35785953177256,53.28632887189293,382.6086956521739,335.6955066921606,"Walking"
"42.jpg",146.15384615384616,6.750747011952191,237.79264214046822,168,"Walking"
"43%20(3).jpg",282.7201783723523,16.781589673913043,508.3612040133779,515.9120244565217,"Standing"
"428-4285373_people-standing-png-download-pencil-skirt.png",89.15032679738563,4.705882352941177,230.32679738562092,314.7712418300654,"Standing"
"43.jpg",146.74916387959865,41.21306818181819,212.54515050167223,150.7986918604651,"Walking"
"45%20(2).jpg",43.566176470588246,41.54411764705883,196.13970588235298,200.7352941176471,"Standing"
"44%20(2).jpg",87.75858274647888,21.503267973856207,236.06844190140845,249.34640522875816,"Walking"
"44.jpg",54.01900337837838,26.51143790849673,165.5276028869779,267.3611111111111,"Walking"
"44%20(3).jpg",192.9193899782135,304.9428104575164,1029.8692810457517,1244.1666666666667,"Standing"
"45.png",15.667404390934843,6.372549019607843,169.06400495750708,297.05882352941177,"Walking"
"47%20(2).jpg",98.99665551839465,16.79058764940239,206.3545150501672,138.60732071713147,"Standing"
"46.png",182.2355769230769,9.82516339869281,694.9446070234113,842.1568627450979,"Walking"
"46.jpg",86.77480490523966,37.292232597623084,196.7101449275362,166.45352292020374,"Standing"
"45.jpg",156.96767001114827,13.324591708542714,210.61872909698997,164.75172738693468,"Walking"
"45.jpg",98.10479375696767,129.19393844221105,163.40579710144925,179.77182788944722,"Walking"
"47.jpg",26.351893187830687,7.777777777777778,159.99210482804233,255.75163398692808,"Walking"
"48%20(2).jpg",18.088071348940915,5.048209798994975,129.68227424749165,178.85222989949747,"Standing"
"47.png",186.4496237458194,22.45751633986928,628.9245401337793,853.3856209150326,"Walking"
"48.png",272.13524247491637,68.77614379084967,661.2322324414715,752.3267973856209,"Walking"
"48.jpg",96.87848383500557,51.02810929648241,171.0702341137124,169.3497173366834,"Walking"
"5%20(2).jpg",57.94314381270903,9.033134422110553,210.31215161649945,179.15876256281408,"Standing"
"49%20(2).jpg",31.709930734536083,76.95098039215686,159.0398276417526,237.30392156862746,"Standing"
"49.jpg",37,18,104.33333333333333,163.66666666666666,"Walking"
"49.png",278.3329866888519,29.338235294117645,594.20653078203,792.1323529411765,"Standing"
"5.jpg",96.57190635451505,55.01303391959799,164.63210702341138,178.2391645728643,"Walking"
"50.jpg",40.97969133906634,18.423202614379086,147.99197635135135,266.01307189542484,"Walking"
"51%20(3).jpg",117.57297227164887,66.16339869281046,172.79361284104388,135.1356209150327,"Standing"
"50%20(3).jpg",38.93534002229654,41.832129396984925,107.30211817168339,151.26429020100502,"Standing"
"50%20(2).jpg",138.6953125,91.33986928104575,741.4992340686274,1255.3921568627452,"Walking"
"51%20(2).jpg",713.0434782608696,41.25354757929883,1113.0434782608695,842.5957846410685,"Standing"
"52%20(2).jpg",61.38877840909091,33.30392156862745,145.42696022727273,218.79901960784315,"Standing"
"52%20(3).jpg",32.436693796068795,22.01797385620915,152.9379222972973,258.8235294117647,"Standing"
"51.jpg",61.62207357859532,39.992933417085425,144.39799331103677,178.23916457286433,"Walking"
"52.jpg",68.80341290786949,59.55882352941176,151.44448776391556,221.95588235294116,"Walking"
"53%20(2).jpg",31.383603238866396,11.437908496732026,135.24595141700405,250,"Walking"
"54%20(3).jpg",63.154960981047935,13.631124371859297,190.6911928651059,168.73665201005025,"Standing"
"54.jpg",5.485280226700252,16.41176470588235,116.27369332493703,272.61764705882354,"Walking"
"53%20(3).jpg",92.73602642276423,20.38235294117647,179.5490345528455,163.05882352941177,"Standing"
"54%20(2).jpg",61.32511393229167,24.594771241830067,147.080322265625,265.9019607843137,"Walking"
"53.jpg",64.68065330477356,6.656862745098039,143.93401927784578,174.02941176470588,"Walking"
"55%20(2).jpg",48.62342598280098,19.3218954248366,158.33349969287468,264.66503267973854,"Walking"
"55.jpg",13.384017412935323,9.504901960784315,148.29944029850745,265.68464052287584,"Walking"
"56%20(2).jpg",103.02564102564102,42.255,186.85395763656632,176,"Walking"
"54bd17164002e_-_hbz-emmy-walk-up-04-rosie-h-w.jpg",157.05882352941177,10.588235294117647,378.2352941176471,711.764705882353,"Standing"
"55%20(3).jpg",80.3076923076923,40.406092436974795,143.0769230769231,152.0514705882353,"Standing"
"57%20(2).jpg",137.0401337792642,14.244189698492463,199.5819397993311,179.46529522613065,"Standing"
"58%20(2).jpg",140.1830065359477,38.431372549019606,230.95424836601305,208.26143790849673,"Standing"
"56.jpg",22.544801904176904,56.16830065359477,137.20082156019654,265.5637254901961,"Walking"
"57.jpg",16.264903846153846,14.69281045751634,154.4161858974359,275.4901960784313,"Walking"
"58.jpg",105.029348150358,26.03921568627451,184.4314961217184,165.96078431372547,"Standing"
"59%20(2).jpg",82.31875000000001,19.215686274509807,157.91875000000002,216.97712418300654,"Walking"
"59.jpg",114.38127090301003,0.3921812749003984,185.61872909698997,168,"Standing"
"6.jpg",89.82720178372352,17.922581658291456,164.63210702341138,164.1386620603015,"Standing"
"6%20(2).jpg",71.73913043478261,2.5959484924623113,198.0490523968785,176.09343592964822,"Standing"
"60%20(2).jpg",172.603121516165,38.46027010050251,218.5897435897436,171.1889133165829,"Walking"
"61%20(2).jpg",129.1772575250836,38.79790921288014,218.46153846153845,174.9517553667263,"Standing"
"60.jpg",93.64548494983278,23.818476095617527,160.5351170568562,154.00174302788844,"Walking"
"61.jpg",35.700821045576404,9.379084967320262,145.48634383378015,277.1519607843137,"Walking"
"62.jpg",22.14026521381579,5.947712418300654,88.43960731907896,259.4117647058823,"Walking"
"62%20(2).jpg",92.0330174488568,49.826797385620914,147.20750601684716,160.51797385620915,"Standing"
"63%20(2).jpg",57.08364207474227,86.16666666666666,121.20993073453609,224.4019607843137,"Walking"
"64%20(2).jpg",105.28533006440281,7.450980392156863,173.86261343676816,171.37254901960785,"Standing"
"64.jpg",127.45943233944953,19.045751633986928,187.0832855504587,172.640522875817,"Standing"
"63.jpg",141.33221850613154,26.198963567839197,211.53846153846155,173.94770728643218,"Walking"
"640-03264164en_Masterfile.jpg",168.84179207616708,43.38235294117647,274.6304898648649,423.5294117647059,"Standing"
"640-03264164en_Masterfile.jpg",20.44375767813268,23.529411764705884,139.4560426904177,422.7941176470589,"Standing"
"66.jpg",26.809565145502646,12.352941176470587,134.3624751984127,255.2941176470588,"Standing"
"67%20(2).jpg",142.86510590858416,41.219064070351756,205.40691192865103,164.44519472361807,"Standing"
"65.jpg",45.47600583538083,33.700980392156865,120.11482647420146,247.58986928104576,"Standing"
"66%20(2).jpg",24.75,55.225490196078425,119.89285714285714,256.43464052287584,"Walking"
"65%20(2).jpg",547.8047404063205,114.83333333333333,756.9243792325057,615.3333333333333,"Walking"
"67.jpg",23.148189484126984,2.7450980392156863,105.98681382275133,261.69934640522877,"Walking"
"68.jpg",38.78108198924731,14.117647058823529,131.455813172043,280,"Standing"
"6755ca4df4c4c30f1f7fb039c841a401.jpg",212.8116343490305,104.13725490196079,653.808864265928,1356.0000000000002,"Standing"
"68%20(2).jpg",93.17348740786241,42.64705882352941,266.5494087837838,404.4117647058824,"Standing"
"69%20(2).jpg",21.007135826771655,21.346405228758172,122.74729330708662,242.69934640522877,"Standing"
"69.jpg",50.12263099219621,7.744061952714536,140.96989966555185,165.42707421190892,"Walking"
"7.jpg",31.858034706546277,5.176470588235294,146.54426495485328,260.98039215686276,"Standing"
"7%20(3).jpg",30.73021030245747,7.908496732026143,163.87387759924385,236.4640522875817,"Standing"
"7%20(2).jpg",115.05016722408027,36.870268924302785,184.2809364548495,148.3125,"Standing"
"69613319-lifestyle-fashion-and-people-concept-full-body-young-fashion-woman-model-posing-in-studio.jpg",162.76171875,101.9607843137255,670.63671875,1280.8823529411766,"Standing"
"72%20(2).jpg",61.27314967105263,19.09313725490196,148.8415707236842,219.33823529411765,"Standing"
"71.jpg",210.66666666666666,18.333333333333332,261.3333333333333,164.66666666666666,"Walking"
"72.jpg",107.87423780487805,8.955882352941178,212.2970020325203,165.22058823529414,"Walking"
"70.jpg",9.505489864864865,2.696078431372549,151.58902794840296,265.5637254901961,"Walking"
"71%20(2).jpg",55.79710144927536,11.791928391959798,129.98885172798217,174.25423994974875,"Standing"
"75%20(2).jpg",81.99809451219512,25.042483660130717,161.90053353658539,159.76470588235296,"Walking"
"73.jpg",47.48745078740158,25.522875816993466,144.58193897637796,258.47712418300654,"Walking"
"73%20(2).jpg",186.234375,505.55555555555554,459.9660823170732,1217.156862745098,"Standing"
"74%20(2).jpg",316.6109253065775,86.30332880434783,496.76700111482717,487.39028532608694,"Standing"
"74.jpg",428.952591863517,386.1111111111111,826.2623031496062,1228.7418300653594,"Standing"
"77.jpg",64.4060968137255,193.30065359477123,478.3031556372549,1291.503267973856,"Walking"
"77%20(2).jpg",89.6465955284553,15.75,173.06122967479678,170.77941176470588,"Standing"
"750.jpg",300.16722408026754,23.411371237458194,514.2140468227425,500,"Standing"
"75.jpg",112.8287168560606,80.03267973856208,320.41710069444446,582.516339869281,"Standing"
"76.jpg",36.67943548387097,56.478758169934636,92.45040322580644,184.0114379084967,"Walking"
"79%20(2).jpg",414.5882352941176,71.52941176470588,647.0588235294117,488.47058823529414,"Standing"
"79.jpg",38.39869281045752,9.803921568627452,248.3660130718954,498.3660130718954,"Standing"
"8%20(2).jpg",17.59885595823096,43.58660130718955,135.8519272113022,243.0964052287582,"Standing"
"78%20(2).jpg",49.52268888206388,51.67483660130719,134.9526643120393,265.5637254901961,"Standing"
"78.jpg",259.6806066176471,286.7647058823529,684.1904105392157,1204.4117647058824,"Standing"
"8%20(3).jpg",32.169117647058826,22.058823529411768,198.71323529411768,219.48529411764707,"Standing"
"8.jpg",52.43919477513228,23.333333333333332,136.6508349867725,252.54901960784315,"Standing"
"81%20(2).jpg",124,3.9055309734513277,272.71014492753625,254.00000000000003,"Walking"
"80%20(2).jpg",62.39643501805054,27.120915032679736,124.82242779783394,159.57189542483658,"Standing"
"80.jpg",129.9142060367454,52.23856209150327,609.5100065616798,1301.421568627451,"Standing"
"82%20(2).jpg",105.14443597560975,18.702614379084967,163.1688262195122,168.95751633986927,"Standing"
"83%20(2).jpg",627.5656324582338,185.12418300653596,961.6945107398567,1024.8627450980393,"Standing"
"81.jpg",177.25114229765012,165.80065359477123,674.7185052219321,1233.28431372549,"Standing"
"83.jpg",65.71354166666667,46.84967320261438,562.1694240196078,965.437908496732,"Walking"
"82.jpg",58.45588235294118,21.323529411764707,270.22058823529414,444.11764705882354,"Walking"
"85%20(2).jpg",56.85644768856448,88.64705882352942,147.73722627737226,265.4934640522876,"Standing"
"84%20(2).jpg",135.5072463768116,6.274340452261306,214.9108138238573,179.15876256281405,"Standing"
"85.jpg",246.9453125,57.35294117647059,597.1659007352941,1232.0261437908496,"Standing"
"86%20(2).jpg",137.9598662207358,34.16881281407035,208.77926421404683,173.64117462311557,"Walking"
"84.jpg",179.02374387254903,29.73856209150327,792.4404105392157,1246.8954248366015,"Walking"
"87.jpg",144.60227272727275,222.58169934640523,515.0568181818182,1099.2810457516339,"Standing"
"87%20(2).jpg",166.164994425864,32.94268216080402,213.07134894091416,159.54067211055275,"Standing"
"88%20(2).jpg",152.17391304347825,34.86230079681275,196.65551839464882,132.24875498007967,"Walking"
"86.jpg",42.95626206563706,19.745098039215687,297.4157215250965,610.0196078431374,"Walking"
"88.jpg",308.0234375,508.3333333333333,769.7109375,1463.888888888889,"Standing"
"9%20(2).jpg",93.95917896678968,24.852941176470587,157.67381611316114,172.37745098039213,"Standing"
"89%20(2).jpg",114.02248475609757,53.5718954248366,159.6810213414634,165.7875816993464,"Standing"
"9%20(3).jpg",66.7279411764706,26.47058823529412,161.21323529411768,204.77941176470588,"Standing"
"9.jpg",43.67748003685504,34.150326797385624,139.89861025798527,263.3169934640523,"Standing"
"89.jpg",501.22630992196207,105.43985158862877,993.5340022296543,1043.9716241638796,"Walking"
"91%20(2).jpg",153.36109039379477,26.352941176470587,209.5388946897375,171.2941176470588,"Walking"
"90%20(2).jpg",105.76923076923077,35.39494346733668,148.3835005574136,151.26429020100502,"Standing"
"90%20(2).jpg",154.8216276477146,88.11856155778894,195.5964325529543,156.16881281407035,"Standing"
"92%20(2).jpg",64.2223282442748,6.405228758169934,152.6192748091603,246.1437908496732,"Standing"
"91.jpg",284.4758858267717,154.44444444444443,723.1583005249345,1258.267973856209,"Standing"
"90.jpg",74.38055921052631,165.68627450980392,573.5700328947368,1257.5163398692812,"Standing"
"93%20(2).jpg",61.00891861761427,26.198963567839197,113.12709030100334,158.00800879396985,"Standing"
"94%20(2).jpg",94.42586399108139,32.32961683417086,170.1505016722408,176.7065012562814,"Standing"
"92.jpg",316.0967243975904,204.41176470588235,843.2678087349398,1228.7418300653596,"Standing"
"94.jpg",446.3768115942029,176.35880016722408,875.3623188405797,788.9307065217391,"Walking"
"93.jpg",214.72967706013364,116.83006535947712,639.6739977728286,1198.0392156862747,"Standing"
"95.jpg",62.84838350055741,25.279365577889447,129.68227424749165,178.5456972361809,"Standing"
"96%20(2).jpg",149.30323299888516,99.15373743718591,189.46488294314383,170.26931532663315,"Walking"
"96.jpg",114.34127475247524,77.22222222222221,665.903155940594,1267.3529411764705,"Walking"
"97%20(2).jpg",120.48494983277592,73.09846105527637,164.9386845039019,172.72157663316582,"Standing"
"96586093-young-preschool-child-in-uniform-smiling-a-look-of-enjoyment-on-face-full-body-of-cute-asian-girl-st.jpg",229.96492034313727,135.94771241830065,620.5139399509804,1236.2745098039215,"Standing"
"98%20(2).jpg",63.532826834862384,38.70588235294118,145.28512041284404,161.58169934640523,"Standing"
"99.jpg",29.436625874125873,23.209150326797385,150.82590326340326,223.33333333333334,"Walking"
"97.jpg",124.01183431952663,22.712418300653596,598.8994082840237,1233.2843137254902,"Walking"
"99%20(2).jpg",84.5,28.333333333333332,155.5,186.66666666666666,"Standing"
"98.jpg",184.08019809582308,264.36601307189545,480.23990325552825,896.8366013071895,"Walking"
"crop001017.png",180.80120668316832,239.2156862745098,486.86061262376234,974.40522875817,"Standing"
"crop001035.png",189.96536390339426,194.562091503268,502.644215078329,947.2941176470589,"Standing"
"crop001009.png",185.05547376873662,150.60294117647058,310.95269004282653,500.9852941176471,"Standing"
"crop001012.png",296.1036217303823,261.54248366013076,517.6086519114688,755.921568627451,"Standing"
"crop001013.png",182.63267780172413,146.71895424836603,578.1499191810344,857.9869281045752,"Standing"
"crop001135.png",143.97343441814596,139.18954248366012,235.72096893491124,367.7450980392157,"Walking"
"crop001053.png",205.25265957446808,242.40522875816995,492.48670212765956,948.888888888889,"Standing"
"crop001058.png",270.3957727713178,236.0261437908497,549.5139898255813,918.5882352941177,"Standing"
"crop001037.png",255.6241887697517,161.0718954248366,479.0553400112867,819.7124183006537,"Standing"
"crop001106.png",209.24282962328766,192.98039215686273,429.60812642694066,687.7647058823529,"Standing"
"crop001200.png",210.0331937799043,170.640522875817,463.748504784689,819.7124183006536,"Standing"
"crop001152.png",249.03734439834022,180.20915032679738,535.8423236514523,932.9411764705883,"Standing"
"crop001151.png",265.94288015463917,192.96732026143792,495.45215850515467,829.2810457516341,"Standing"
"crop001216.png",180.81449044585986,89.70751633986929,346.33041401273886,593.0016339869281,"Standing"
"crop001154.png",289.8630415162455,140.33986928104576,647.2926444043321,964.8366013071895,"Standing"
"crop001500.png",94.95511363636363,99.2156862745098,154.1369318181818,251.421568627451,"Walking"
"crop001272.png",148.03730500821018,93.69934640522875,267.4100472085386,351.37254901960785,"Walking"
"crop001568.png",153.38333894878707,185.30718954248366,345.8927729110512,731.0947712418301,"Walking"
